has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,1,0,0,1,1,0,0,1,0,0,6,0,0,0,0,0,0,7,5,5,6,1,0,1,706,0,2,0,43,0,1,1,0,0,1,11,0,0,0,0,4,0,http://blogterest.net,0
1,1,1,0,0,1,0,0,1,0,0,49,1,0,0,1207,0,0,8,231,13,61,0,0,0,32062,1,1255,1156,3661,0,1,1,0,0,1,5,1,0,0,0,247,0,http://dlz123.cn,0
1,1,0,0,0,1,0,0,1,0,0,16,0,0,0,53,0,0,12,16,14,67,1,1,0,14698,0,111,65,233,0,0,1,0,1,1,18,0,0,1,7,58,0,http://link-assistant.com,0
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,123,0,0,36,11,42,59,0,1,0,5081,0,144,17,378,4,0,1,0,0,0,22,1,0,0,0,63,0,http://ukm.my,0
1,1,0,0,1,1,1,0,1,0,0,10,0,0,0,34,47,48,2,0,13,35,0,1,1,2953,0,179,39,74,0,0,1,0,0,1,3,0,0,0,0,77,9,http://south-plus.org,0
1,1,1,0,1,1,0,0,1,0,0,29,7,0,0,56,0,0,56,26,66,58,0,1,1,10770,5,102,11,274,0,1,1,0,1,1,53,1,0,0,0,105,0,http://foodrevolution.org,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,111,12,0,0,1,1,6,55,1,1,0,3140,0,12,1,21,0,0,0,0,0,0,12,0,0,0,0,0,0,http://onlineconverter.com,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,30,0,0,33,232,26,40,1,1,1,20465,0,318,11,29,0,1,1,0,0,0,8,1,0,0,0,12,0,http://100ballnik.com,0
1,1,1,0,0,1,0,0,0,0,0,1,9,0,0,483,0,0,24,18,18,79,1,1,1,36603,3,1021,261,503,4,1,1,0,1,1,873,1,0,1,268,376,0,http://noticiasdenavarra.com,0
1,1,1,0,0,1,0,0,1,0,0,26,4,0,122,12,4,1,1,21,4,21,1,1,0,3537,2,60,0,193,0,0,1,0,0,1,3,1,0,0,0,17,1,http://cdkm.com,0
1,1,0,0,0,1,0,0,0,0,0,7,0,0,265,73,0,0,22,35,19,51,1,1,0,11044,0,84,34,135,0,1,0,1,1,1,19,1,0,0,0,63,0,http://trackingmore.com,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://anyplace-hosting.net,0
1,1,1,0,0,1,0,1,0,0,0,2,2,0,0,243,0,0,15,52,22,68,1,1,1,15308,0,391,43,213,0,1,1,0,0,0,12,1,0,1,115,151,0,http://vidaextra.com,0
1,1,1,0,0,1,0,1,1,0,0,22,13,0,51,67,0,0,4,6,35,36,1,1,1,9874,8,98,30,240,10,1,1,1,0,1,11,1,0,1,16,26,0,http://uralsbyt.ru,0
1,1,1,0,1,1,0,1,1,0,0,36,4,0,5,87,0,0,10,29,16,43,1,1,1,4958,0,162,65,320,0,1,1,0,1,1,18,1,0,1,10,45,0,http://nokidhungry.org,0
1,1,1,0,1,1,1,0,1,0,0,112,9,0,315,118,0,0,8,21,45,73,1,1,1,9897,4,144,8,215,4,1,1,1,1,1,4,1,0,0,0,137,0,http://royallepage.ca,0
1,1,1,0,1,1,0,0,1,0,0,9,1,0,0,1,0,4,5,3,5,91,1,0,0,1778,0,19,6,13,0,0,1,0,0,1,8,0,0,0,0,1,2,http://lf.net,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,0,0,3,56,10,7,1,1,0,3257,0,123,30,55,16,1,0,0,0,0,8,1,0,0,0,48,0,http://nyist.net,0
1,1,1,0,1,1,0,0,1,0,0,9,4,0,0,133,0,0,43,23,73,60,1,1,1,3215,4,153,100,570,0,1,1,0,0,0,27,0,0,0,0,78,0,http://mockups-design.com,0
1,1,0,0,1,1,0,1,1,0,0,33,0,0,0,97,0,0,19,68,43,63,1,1,1,12050,0,213,23,172,1,1,1,0,0,1,24,1,0,0,0,298,0,http://diyphotography.net,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,http://stem.org.uk,0
1,1,1,0,0,1,0,0,0,0,0,2,14,0,0,177,0,0,15,11,53,88,1,1,1,12330,2,198,22,390,0,1,1,0,1,1,17,1,0,0,0,145,0,http://wickedreports.com,0
1,1,1,0,1,1,0,0,1,0,0,13,7,0,0,74,0,0,60,17,90,41,0,1,1,10698,2,146,51,920,8,0,1,0,1,1,5,0,0,1,36,152,0,http://sense.com,0
1,1,0,0,1,1,0,0,1,0,0,4,0,0,0,79,0,0,19,0,36,38,1,1,1,5637,0,137,18,66,0,1,1,0,0,1,18,0,0,1,2,56,0,http://isitwp.com,0
1,1,1,1,0,1,0,1,1,0,0,4,3,1,0,94,0,0,5,23,43,65,1,1,1,15257,0,315,75,231,0,1,1,0,1,0,22,1,0,0,0,63,0,http://alphatv.gr,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,0,0,17,0,32,37,1,1,0,8228,0,149,1,192,56,1,0,0,0,0,21,1,0,0,0,12,0,http://altpress.com,0
1,1,0,0,1,1,0,0,1,0,0,2,0,0,0,2,0,0,2,3,2,18,1,0,0,571,0,1,1,10,0,0,1,0,0,0,2,0,0,0,0,0,0,http://radware.com,0
1,1,1,0,1,1,0,0,1,0,0,60,4,0,63,36,12,26,40,26,47,21,1,1,0,13670,4,56,43,418,5,0,1,0,1,1,24,0,0,0,0,61,4,http://impacthub.net,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,6,2,6,36,1,1,0,3763,1,15,8,34,0,0,0,0,0,0,7,1,0,0,0,7,0,http://sexmex.xxx,0
1,1,1,0,0,1,1,1,1,0,0,18,8,0,0,233,0,0,23,14,8,18,1,1,0,10261,2,240,56,163,0,1,1,0,0,1,16,1,0,0,0,79,0,http://hogrefe.com,0
1,1,0,0,0,1,0,0,1,0,0,2,0,0,6,26,0,0,50,23,65,57,1,1,1,10693,0,100,39,219,0,0,1,0,1,0,19,1,0,0,0,62,0,http://wou.edu,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188,0,0,1,4,5,5,0,0,0,4814,0,297,55,177,0,0,0,0,0,0,1,0,0,0,0,41,0,http://yangtse.com,0
1,1,1,0,0,1,0,1,1,0,1,6,12,0,0,244,0,0,15,5,130,87,1,1,1,34286,4,743,146,1194,0,1,1,0,1,1,24,0,0,1,126,847,0,http://lazurit.com,0
1,1,1,0,1,1,1,0,1,0,0,44,8,0,0,108,0,22,31,0,55,65,0,0,0,11344,8,328,108,652,0,0,1,0,1,1,19,1,0,0,0,159,8,http://perfectgame.org,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,76,0,0,19,17,18,37,1,0,1,5709,0,121,39,188,0,1,1,0,0,0,17,1,0,0,0,10,0,http://cfah.org,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,8,0,6,1,1,0,304,0,3,0,43,0,0,0,0,0,0,4,0,0,0,0,7,0,http://oskwai.com,0
1,1,1,0,1,1,0,0,0,0,0,3,3,0,0,87,0,0,4,16,6,52,1,0,1,6184,2,125,17,98,0,1,1,0,0,1,5,1,0,0,0,18,0,http://waset.org,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,http://frontol.ru,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116,0,0,12,98,9,21,1,1,1,17990,0,235,46,386,0,1,0,0,0,0,68,1,0,0,0,33,0,http://mei.edu,0
1,1,1,0,0,1,0,0,1,0,0,2,4,0,0,16,0,0,8,1,48,7,1,0,1,7084,3,463,73,252,0,1,1,0,0,0,21,0,0,0,0,34,0,http://b2stats.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,4,20,7,22,1,1,1,3570,0,10,14,27,0,1,0,0,0,0,4,1,0,0,0,6,0,http://selfip.net,0
1,1,1,0,0,1,0,0,0,0,0,2,2,0,0,46,0,0,29,11,10,48,1,1,0,2218,0,116,19,113,0,1,1,0,0,1,21,1,0,0,0,36,0,http://followchain.org,0
1,1,1,0,0,1,0,1,0,0,0,4,10,0,0,85,0,0,29,5,5,39,1,1,0,8904,7,199,71,306,0,1,1,0,1,0,28,1,0,1,1,179,0,http://campograndenews.com.br,0
1,1,1,0,1,1,1,1,0,0,0,6,5,0,0,58,0,0,7,36,13,65,1,1,1,6380,3,107,19,214,6,1,1,1,0,1,20,1,0,0,0,57,0,http://x5x.host,0
1,0,1,0,0,1,0,0,0,0,0,0,10,0,0,4,0,0,28,9,12,18,0,1,0,1270,8,16,2,141,1,1,0,0,0,0,19,1,0,0,0,0,0,http://kaufland.com,0
1,0,1,0,0,1,0,0,0,0,0,0,13,0,0,0,9,57,48,1,27,70,1,1,0,3821,2,156,198,316,0,0,0,0,0,0,15,1,0,0,0,693,13,http://geckoterminal.com,0
1,1,1,0,0,1,0,1,1,0,0,3,3,0,0,27,0,0,11,15,8,77,1,1,0,5240,1,68,16,60,0,1,1,0,0,0,18,1,0,0,0,6,0,http://proxi.nl,0
1,0,1,0,0,1,0,0,0,0,0,0,7,0,0,120,0,0,16,223,11,68,1,1,1,11730,0,209,56,209,2,1,0,0,1,0,6,1,0,1,10,59,0,http://pennfoster.edu,0
1,1,1,0,0,1,0,0,0,0,0,3,8,0,0,47,0,0,19,89,20,79,0,0,1,16593,0,269,67,634,0,1,0,0,1,0,32,0,0,0,0,130,0,http://lanazione.it,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,1,6,7,20,0,0,0,980,0,14,40,0,0,0,0,0,0,0,8,0,0,0,0,0,7,http://ermasoft.ru,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,7,24,1,64,1,1,0,5314,0,45,4,28,0,1,0,0,0,0,4,1,0,0,0,0,0,http://mp3tag.de,0
1,1,1,0,0,1,0,1,0,0,0,1,51,1,0,46,0,0,14,29,19,35,0,1,0,2735,50,39,74,273,0,1,1,0,1,0,14,1,0,0,0,73,0,http://polaroid.com,0
1,1,1,0,0,1,0,0,0,0,0,4,4,0,7,90,0,0,58,45,66,63,1,1,1,12376,3,146,29,706,0,1,1,0,1,1,46,1,0,0,0,75,0,http://dynamicquest.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,20,1,0,0,182,0,2,0,8,0,0,0,0,0,0,2,0,0,0,0,3,0,http://mostbet-az-giris.com,0
1,1,0,0,1,1,0,1,0,0,0,10,0,0,0,71,0,0,16,12,30,30,1,1,0,3032,0,93,18,115,0,0,1,0,1,1,6,1,0,0,0,69,0,http://mtsac.edu,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,0,0,38,148,24,49,1,0,0,10935,0,278,78,230,0,0,0,0,1,0,23,0,0,0,0,151,0,http://kapanlagi.com,0
1,1,1,0,0,1,0,0,0,0,0,3,6,0,46,35,0,0,22,24,24,15,1,1,1,3515,0,77,77,291,0,0,0,0,0,1,7,1,0,0,0,14,0,http://hrt.hr,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://exp.host,0
1,1,0,0,0,1,0,0,1,0,0,20,0,0,4,168,0,0,9,37,21,53,1,1,1,13602,0,135,27,169,0,1,1,0,0,0,10,1,0,0,0,20,0,http://etapestry.com,0
1,1,0,0,1,1,0,0,1,0,0,5,0,0,0,4,0,1,2,1,0,14,0,0,0,221,0,0,6,9,0,0,1,1,0,1,1,0,0,0,0,4,1,http://validclick.net,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,161,0,0,10,56,28,24,1,1,1,11452,0,290,92,124,0,1,0,0,1,0,15,1,0,0,0,101,0,http://inside-games.jp,0
1,1,1,0,1,1,0,0,0,0,0,4,2,0,124,50,0,0,40,7,66,31,1,1,1,8108,0,112,28,245,0,1,1,0,0,1,31,1,0,1,3,97,0,http://vvng.com,0
1,1,1,0,1,1,0,0,0,0,1,2,6,0,0,35,0,0,103,13,61,12,1,1,1,4046,4,66,14,178,0,1,1,0,1,1,14,1,0,0,1,54,0,http://thecommonwealth.org,0
1,1,1,0,0,1,0,1,1,0,0,7,7,0,0,133,0,0,19,7,46,67,1,1,1,8583,0,146,72,91,50,1,1,0,1,1,19,1,0,1,1,128,0,http://bellroy.com,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,18,0,0,16,0,30,25,0,0,0,7124,1,887,74,143,0,1,1,0,0,0,5,1,0,0,0,54,0,http://poedb.tw,0
1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,82,0,0,27,29,92,44,1,1,1,4674,1,181,3,197,0,1,1,0,0,1,24,1,0,0,0,62,0,http://camillestyles.com,0
1,1,1,0,0,1,0,0,0,0,0,1,14,0,0,411,0,0,34,91,14,31,1,0,1,27217,13,456,63,306,0,1,1,0,0,1,25,1,0,1,54,411,0,http://marianne.net,0
1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,71,0,0,21,23,5,25,1,1,0,4997,0,107,13,296,0,1,1,0,1,0,11,0,0,1,31,46,0,http://plymouth.edu,0
1,1,1,0,0,1,0,0,0,0,1,1,21,0,0,49,0,0,7,147,17,23,1,0,0,5163,3,120,48,352,0,1,1,0,1,0,22,1,1,1,51,123,0,http://operadeparis.fr,0
1,1,1,0,0,1,0,0,0,0,0,2,14,0,0,524,0,0,14,99,25,22,1,1,1,80495,9,579,83,593,0,1,1,0,0,1,2,1,0,0,0,55,0,http://accessbankplc.com,0
1,1,1,0,0,1,1,1,0,0,0,7,4,0,0,64,0,0,12,0,12,40,0,0,0,2350,0,139,57,127,0,0,1,0,0,1,12,0,0,0,0,117,0,http://favpng.com,0
1,1,1,0,1,1,0,1,1,0,1,13,2,0,0,70,0,0,61,12,70,63,1,1,1,6563,0,82,32,343,16,1,1,1,0,0,20,1,0,0,0,85,0,http://flexoffers.com,0
1,1,1,0,0,1,0,0,0,0,0,2,5,0,0,54,0,0,30,10,16,69,1,0,1,11776,4,120,35,325,0,1,1,0,0,1,16,1,0,0,0,21,0,http://natixis.com,0
1,1,1,0,1,1,0,0,0,0,0,2,2,1,0,223,0,0,19,21,20,16,1,0,0,6196,0,185,50,447,0,1,1,0,0,0,10,1,0,0,0,46,0,http://huanleguang.com,0
1,1,1,0,0,1,0,0,0,0,0,1,24,0,0,101,0,0,22,85,28,37,0,1,0,14834,5,164,94,434,0,1,1,0,1,1,26,1,0,1,327,176,0,http://gala.fr,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,1,0,0,93,0,6,10,11,0,0,0,0,0,0,2,0,0,0,0,0,0,http://playfirst.com,0
1,1,0,0,1,1,0,0,1,0,0,16,0,0,0,78,0,16,6,33,16,58,1,1,1,9429,0,574,48,164,0,1,1,0,1,1,8,0,0,0,0,66,6,http://davidrumsey.com,0
1,1,1,0,0,1,0,0,1,0,0,2,2,0,0,31,0,0,10,3,21,39,0,0,0,5381,1,61,24,164,0,1,1,0,1,1,11,1,0,0,0,0,0,http://gdeslon.ru,0
1,1,1,0,0,1,0,0,1,0,0,9,2,0,27,73,0,0,53,37,23,29,1,1,0,6458,0,184,55,167,0,0,1,0,0,1,11,0,0,0,0,5,0,http://onworks.net,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50,0,0,6,105,10,72,1,1,1,19798,0,91,68,367,7,0,0,0,1,0,21,1,0,0,0,20,0,http://originality.ai,0
1,0,1,0,0,1,0,0,0,0,1,0,1,0,8,14,0,0,3,66,6,43,1,1,1,5605,0,10,16,87,0,1,0,0,1,0,10,0,0,0,6,30,0,http://omsystem.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,56,0,0,0,102,0,0,0,5,0,0,0,0,1,0,15,0,0,0,0,0,0,http://fex.net,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,48,31,14,1,0,0,40,0,0,0,91,0,0,0,0,0,0,17,0,0,0,0,0,0,http://ganjing.com,0
1,1,1,0,1,1,0,0,1,0,0,10,7,0,0,254,0,7,21,35,77,51,0,1,1,35529,3,452,105,709,0,1,1,0,0,1,15,1,0,0,0,93,3,http://itwire.com,0
1,1,1,0,0,1,0,0,0,0,0,2,3,0,0,11,0,0,15,1,10,52,0,1,1,4811,1,111,26,157,0,1,1,0,0,0,13,1,0,0,0,97,0,http://javfull.net,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,19,0,0,0,39,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://acemlnc.com,0
1,0,1,0,0,1,0,0,0,0,1,0,13,0,0,24,0,0,8,20,11,49,1,1,1,3195,12,57,34,148,6,1,0,0,1,0,18,1,0,0,0,40,0,http://disneyanimation.com,0
1,1,1,0,0,1,0,0,1,0,0,12,2,0,0,92,0,0,30,19,33,62,0,0,1,13419,0,311,151,505,73,1,0,0,1,1,23,1,0,0,0,73,0,http://gazetevatan.com,0
1,1,1,0,0,1,0,0,1,0,0,30,58,0,756,127,0,0,49,34,17,60,1,1,1,14043,56,131,27,455,0,1,1,0,0,1,4,1,0,0,0,275,0,http://novotel.com,0
1,1,1,0,1,1,0,0,0,0,0,2,4,0,0,31,0,0,7,33,10,27,1,0,0,2088,0,59,13,61,0,0,0,0,1,1,6,0,0,0,0,16,0,http://glarysoft.com,0
1,1,1,0,0,1,0,0,0,0,0,1,6,0,0,19,0,0,8,2,3,18,1,1,1,3463,3,48,10,160,0,1,1,0,0,1,15,1,0,0,0,57,0,http://suomi.fi,0
1,1,0,0,1,1,0,1,0,0,0,6,0,0,0,57,0,0,4,38,9,65,1,1,1,11379,0,97,85,294,0,1,1,0,1,1,12,1,0,0,0,2,0,http://breezechms.com,0
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,268,0,27,1,13,0,0,1,0,0,0,2,0,0,0,0,8,1,http://blogspot.kr,0
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,43,0,0,13,20,15,45,1,1,1,4459,0,101,131,232,0,1,0,0,0,0,9,0,0,0,0,129,0,http://klear.com,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,54,0,0,29,12,2,85,1,1,1,22062,0,90,20,347,6,0,0,0,0,1,26,1,0,0,0,43,0,http://pizzasoft.ru,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,1,2,6,20,0,1,0,1257,0,24,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,http://robotstxt.org,0
1,1,1,0,0,1,0,1,0,0,0,2,6,0,0,0,0,0,34,22,20,50,1,1,1,4054,1,60,29,164,0,1,1,0,0,0,12,1,0,0,0,53,0,http://stape.io,0
1,0,1,0,0,1,0,0,0,0,0,0,46,0,0,72,0,0,11,6,4,17,1,1,1,9820,0,105,16,420,0,1,0,0,0,0,15,1,0,0,0,179,0,http://ifremer.fr,0
1,1,1,0,0,1,0,1,1,0,1,9,7,0,0,75,0,0,23,48,17,17,1,1,1,6331,0,100,13,175,0,1,1,0,1,1,23,1,0,0,1,81,0,http://blackstone.com,0
1,1,0,0,1,1,0,1,0,0,0,4,0,0,12,76,0,0,6,48,12,75,0,1,1,6746,0,70,55,159,0,0,1,0,0,1,4,0,0,0,0,64,0,http://exonhost.com,0
1,1,0,0,1,1,0,0,1,0,0,6,0,0,0,107,0,0,16,22,13,59,1,1,1,8485,0,208,23,130,0,1,1,1,0,0,13,1,0,0,0,15,0,http://online-courses.club,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,27,0,0,0,155,0,0,1,2,0,0,0,0,0,0,15,0,0,0,0,0,0,http://recon.com,0
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,23,2,39,50,0,0,0,676,0,9,5,63,0,0,0,0,0,1,18,1,0,0,0,33,0,http://staplesadvantage.com,0
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,122,0,0,6,5,9,93,0,1,1,5981,0,158,8,66,0,1,0,0,0,0,8,0,0,0,0,13,0,http://quotemedia.com,0
1,1,1,0,0,1,0,0,0,0,0,14,4,0,257,38,0,0,13,19,32,70,1,1,1,8878,4,46,11,298,0,1,1,0,1,1,15,1,0,0,0,51,0,http://earthhour.org,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,36,0,0,8,4,9,40,1,1,0,1504,0,35,2,41,0,1,0,0,1,0,15,1,0,0,0,11,0,http://hitmanpro.com,0
1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,5,0,0,5,0,14,20,0,0,0,4510,0,69,54,347,0,1,0,0,0,1,22,1,0,0,0,46,0,http://tojav.net,0
1,1,0,0,1,1,0,1,1,0,0,5,0,0,0,0,0,8,1,0,10,59,1,0,0,522,0,16,7,3,0,0,1,0,1,1,13,0,0,0,0,1,6,http://thinkexist.com,0
1,1,1,0,0,1,0,0,0,0,0,3,7,0,0,154,0,0,11,36,30,38,1,1,0,24179,5,334,95,406,0,1,1,0,1,0,16,1,0,0,0,24,0,http://vancouverisawesome.com,0
1,1,1,1,0,1,0,0,0,0,0,2,1,2,0,0,0,0,10,3,7,78,0,0,0,406,1,30,0,62,0,0,0,0,1,0,2,0,0,0,0,3,0,http://makro.co.za,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,http://anonymouse.org,0
1,0,1,0,0,1,0,0,0,0,0,0,10,0,5,105,0,0,15,16,44,44,0,1,1,7567,6,83,136,451,0,1,0,0,1,0,18,1,0,1,50,217,0,http://intercom-mail.com,0
1,1,1,0,0,1,0,1,0,0,0,2,4,0,0,109,0,0,19,0,39,10,1,1,0,6203,0,193,35,199,0,1,1,0,1,1,19,1,0,0,0,61,0,http://cbs58.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,3,4,6,37,0,1,0,2643,0,31,12,186,0,0,0,0,0,0,4,0,0,0,0,25,0,http://pepperjamnetwork.com,0
1,1,1,0,1,1,0,1,0,0,0,9,8,0,0,28,0,0,10,0,15,6,0,1,1,7665,2,107,21,407,1,1,1,0,1,0,26,1,0,0,0,16,0,http://wikia.org,0
1,1,1,0,0,1,0,0,1,0,0,6,23,0,0,112,0,0,26,19,16,40,0,1,1,15951,21,404,13,253,6,1,1,0,1,1,18,1,0,0,0,77,0,http://ufv.ca,0
1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,43,0,0,5,18,13,17,1,1,1,3985,0,57,16,105,0,0,1,0,1,0,6,1,0,1,8,11,0,http://solarweb.com,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,4,50,0,0,9,47,14,9,1,1,1,4744,0,102,18,100,0,0,1,0,0,1,1,0,0,0,0,58,0,http://animaldiversity.org,0
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,115,0,0,15,87,12,57,1,1,0,12160,0,172,358,451,0,1,1,0,0,1,19,1,0,0,0,130,0,http://sportsrants.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,0,1,0,565,0,3,2,5,0,0,0,0,0,0,4,0,0,0,0,0,0,http://igame.com,0
1,1,1,1,1,1,1,0,1,0,0,9,6,2,0,17,0,0,34,121,26,49,1,1,1,17858,0,339,166,997,0,1,1,0,0,1,23,1,0,0,0,44,0,http://sat.gob.gt,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,0,1,1,1,1504,0,6,0,24,0,1,0,0,0,0,3,0,0,0,0,7,0,http://dllplayer.com,0
1,1,1,0,1,1,0,1,1,0,0,38,2,0,170,431,0,0,18,22,16,75,0,0,1,64942,0,493,1,505,0,1,1,1,1,1,12,1,0,0,0,222,0,http://samoletgroup.ru,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,87,0,3,0,50,0,0,0,6504,0,641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,http://netstate.ru,0
1,1,1,0,1,1,1,1,1,0,0,22,8,0,0,53,0,0,22,70,27,63,0,1,1,19093,8,140,25,236,0,1,1,0,0,1,33,1,0,1,24,29,0,http://rb.ru,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,737,0,2,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,http://videodelivery.net,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,125,0,0,16,56,32,54,1,1,1,8315,1,135,45,165,32,1,0,0,0,0,24,1,0,0,0,16,0,http://adacor.net,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,13,0,0,51,1,0,1,698,0,24,0,24,0,1,0,0,0,0,9,0,0,0,0,9,0,http://oblogation.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,0,0,93,31,36,61,1,1,1,8568,0,110,45,259,0,1,0,0,0,0,15,1,0,0,0,121,0,http://securetrust.com,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21,0,2,9,12,9,39,0,1,0,5611,0,111,38,337,0,1,0,0,1,0,12,0,0,0,0,40,1,http://nissan-global.com,0
1,1,1,0,0,1,0,0,1,0,0,10,12,0,0,222,0,0,14,9,33,56,1,1,0,8150,11,263,23,262,0,1,1,0,1,1,6,1,0,0,0,57,0,http://southalabama.edu,0
1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,125,2,14,5,2,30,87,1,1,1,5019,0,219,65,45,0,0,1,0,1,1,21,0,0,0,0,49,2,http://whatmobile.com.pk,0
1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,37,0,0,19,91,13,4,0,1,1,26627,0,453,68,559,0,1,1,0,0,1,81,0,0,0,0,202,0,http://4pda.ru,0
1,1,0,0,1,1,1,1,1,0,0,15,0,0,0,9,0,0,3,2,5,34,1,1,0,383,0,8,1,7,0,1,1,1,0,1,3,1,0,0,0,0,0,http://peeplink.in,0
1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,324,0,0,2,256,5,25,0,1,1,5235,0,373,14,51,0,0,1,0,0,1,5,0,0,0,0,75,0,http://loldytt.com,0
1,1,1,0,1,1,0,0,0,0,0,4,2,0,0,64,0,0,3,12,45,4,1,1,1,7335,0,177,38,591,0,1,0,0,0,1,38,0,0,0,0,249,0,http://thesundaily.my,0
1,1,1,0,1,1,0,1,1,0,0,8,4,0,0,29,0,0,22,31,21,48,1,0,1,8112,2,64,56,249,0,1,1,0,1,0,33,1,0,0,0,15,0,http://payproglobal.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,207,0,0,72,3,35,31,1,1,1,7994,0,238,48,363,4,1,0,0,0,0,5,1,0,0,0,77,0,http://mha.gov.in,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,246,0,0,4,39,2,35,1,1,1,10948,0,261,6,18,0,1,0,0,0,0,34,0,0,0,12,2,0,http://first.org,0
